Date,Adj Close,2-year,5-year,10-year,T10Y2Y,VIXCLS,STLFSI3
2015-03-31,12.584667205810547,0.56,1.37,1.94,1.38,15.29,
2015-04-01,12.505999565124512,0.55,1.32,1.87,1.32,15.11,
2015-04-02,12.733332633972168,0.55,1.35,1.92,1.37,14.67,
2015-04-06,13.539999961853027,0.51,1.31,1.92,1.41,14.74,
2015-04-07,13.550000190734863,0.52,1.32,1.89,1.37,14.78,
2015-04-08,13.844667434692383,0.54,1.35,1.92,1.38,13.98,
2015-04-09,14.005999565124512,0.56,1.4,1.97,1.41,13.09,
2015-04-10,14.0600004196167,0.57,1.41,1.96,1.39,12.58,-0.3847
2015-04-13,13.985333442687988,0.54,1.38,1.94,1.4,13.94,
2015-04-14,13.830666542053223,0.53,1.34,1.9,1.37,13.67,
2015-04-15,13.85533332824707,0.51,1.33,1.91,1.4,12.84,
2015-04-16,13.779999732971191,0.5,1.31,1.9,1.4,12.6,
2015-04-17,13.78600025177002,0.51,1.31,1.87,1.36,13.89,-0.3389
2015-04-20,13.684666633605957,0.55,1.33,1.9,1.35,13.3,
2015-04-21,13.96066665649414,0.55,1.35,1.92,1.37,13.25,
2015-04-22,14.629332542419434,0.57,1.41,1.99,1.42,12.71,
2015-04-23,14.573332786560059,0.55,1.37,1.96,1.41,12.48,
2015-04-24,14.562000274658203,0.54,1.34,1.93,1.39,12.29,-0.4607
2015-04-27,15.436667442321777,0.54,1.36,1.94,1.4,13.12,
2015-04-28,15.36533260345459,0.56,1.39,2.0,1.44,12.41,
2015-04-29,15.49666690826416,0.56,1.43,2.06,1.5,13.39,
2015-04-30,15.069999694824219,0.58,1.43,2.05,1.47,14.55,
2015-05-01,15.0686674118042,0.6,1.5,2.12,1.52,12.7,-0.4889
2015-05-04,15.36733341217041,0.6,1.51,2.16,1.56,12.85,
2015-05-05,15.529999732971191,0.62,1.54,2.19,1.57,14.31,
2015-05-06,15.362000465393066,0.65,1.58,2.25,1.6,15.15,
2015-05-07,15.786666870117188,0.63,1.55,2.18,1.55,15.13,
2015-05-08,15.77400016784668,0.59,1.5,2.16,1.57,12.86,-0.5078
2015-05-11,15.965999603271484,0.62,1.59,2.28,1.66,13.85,
2015-05-12,16.31599998474121,0.61,1.58,2.28,1.67,13.86,
2015-05-13,16.211999893188477,0.59,1.57,2.27,1.68,13.76,
2015-05-14,16.273332595825195,0.56,1.51,2.23,1.67,12.74,
2015-05-15,16.589332580566406,0.55,1.46,2.14,1.59,12.38,-0.3693
2015-05-18,16.583332061767578,0.58,1.54,2.23,1.65,12.73,
2015-05-19,16.47599983215332,0.63,1.6,2.27,1.64,12.85,
2015-05-20,16.290000915527344,0.6,1.57,2.26,1.66,12.88,
2015-05-21,16.374666213989258,0.6,1.53,2.19,1.59,12.11,
2015-05-22,16.51533317565918,0.64,1.57,2.21,1.57,12.13,-0.3122
2015-05-26,16.497333526611328,0.64,1.54,2.14,1.5,14.06,
2015-05-27,16.495332717895508,0.64,1.53,2.14,1.5,13.27,
2015-05-28,16.76333236694336,0.62,1.51,2.13,1.51,13.31,
2015-05-29,16.719999313354492,0.61,1.49,2.12,1.51,13.84,-0.1122
2015-06-01,16.6299991607666,0.64,1.55,2.19,1.55,13.97,
2015-06-02,16.55666732788086,0.64,1.61,2.27,1.63,14.24,
2015-06-03,16.599332809448242,0.69,1.69,2.38,1.69,13.66,
2015-06-04,16.39466667175293,0.66,1.65,2.31,1.65,14.71,
2015-06-05,16.609333038330078,0.73,1.75,2.41,1.68,14.21,-0.3617
2015-06-08,17.086000442504883,0.7,1.72,2.39,1.69,15.29,
2015-06-09,17.066667556762695,0.72,1.74,2.42,1.7,14.47,
2015-06-10,16.713333129882812,0.75,1.8,2.5,1.75,13.22,
2015-06-11,16.76066780090332,0.73,1.74,2.39,1.66,12.85,
2015-06-12,16.71266746520996,0.74,1.75,2.39,1.65,13.78,-0.3296
2015-06-15,16.691999435424805,0.72,1.71,2.36,1.64,15.39,
2015-06-16,16.874666213989258,0.71,1.68,2.32,1.61,14.81,
2015-06-17,17.360666275024414,0.67,1.63,2.32,1.65,14.5,
2015-06-18,17.459333419799805,0.66,1.65,2.35,1.69,13.19,
2015-06-19,17.500667572021484,0.65,1.59,2.26,1.61,13.96,-0.1021
2015-06-22,17.319332122802734,0.68,1.68,2.37,1.69,12.74,
2015-06-23,17.844667434692383,0.7,1.71,2.42,1.72,12.11,
2015-06-24,17.67799949645996,0.68,1.69,2.38,1.7,13.26,
2015-06-25,17.91933250427246,0.68,1.7,2.4,1.72,14.01,
2015-06-26,17.805999755859375,0.72,1.75,2.49,1.77,14.02,-0.4067
2015-06-29,17.468000411987305,0.64,1.62,2.33,1.69,18.85,
2015-06-30,17.884000778198242,0.64,1.63,2.35,1.71,18.23,
2015-07-01,17.94333267211914,0.69,1.7,2.43,1.74,16.09,
2015-07-02,18.667999267578125,0.64,1.64,2.4,1.76,16.79,
2015-07-06,18.648000717163086,0.6,1.56,2.3,1.7,17.01,
2015-07-07,17.858667373657227,0.58,1.55,2.27,1.69,16.09,
2015-07-08,16.997333526611328,0.55,1.5,2.22,1.67,19.66,
2015-07-09,17.19466781616211,0.6,1.58,2.32,1.72,19.97,
2015-07-10,17.27666664123535,0.65,1.68,2.42,1.77,16.83,0.0552
2015-07-13,17.477333068847656,0.69,1.71,2.44,1.75,13.9,
2015-07-14,17.709999084472656,0.66,1.67,2.41,1.75,13.37,
2015-07-15,17.542667388916016,0.64,1.63,2.36,1.72,13.23,
2015-07-16,17.778667449951172,0.67,1.66,2.36,1.69,12.11,
2015-07-17,18.310667037963867,0.68,1.67,2.34,1.66,11.95,-0.4378
2015-07-20,18.817333221435547,0.71,1.72,2.38,1.67,12.25,
2015-07-21,17.784666061401367,0.71,1.69,2.35,1.64,12.22,
2015-07-22,17.857999801635742,0.75,1.69,2.33,1.58,12.12,
2015-07-23,17.81333351135254,0.71,1.65,2.28,1.57,12.63,
2015-07-24,17.694000244140625,0.7,1.64,2.27,1.57,13.74,-0.1283
2015-07-27,16.867332458496094,0.68,1.58,2.23,1.55,15.6,
2015-07-28,17.654666900634766,0.69,1.61,2.26,1.57,13.44,
2015-07-29,17.58799934387207,0.7,1.62,2.29,1.59,12.5,
2015-07-30,17.785999298095703,0.72,1.62,2.28,1.56,12.13,
2015-07-31,17.74333381652832,0.67,1.54,2.2,1.53,12.12,-0.0253
2015-08-03,17.332666397094727,0.68,1.52,2.16,1.48,12.56,
2015-08-04,17.75200080871582,0.74,1.6,2.23,1.49,13.0,
2015-08-05,18.0086669921875,0.73,1.65,2.28,1.55,12.51,
2015-08-06,16.408666610717773,0.71,1.62,2.23,1.52,13.77,
2015-08-07,16.167333602905273,0.73,1.59,2.18,1.45,13.39,-0.1017
2015-08-10,16.076000213623047,0.73,1.62,2.24,1.51,12.23,
2015-08-11,15.824666976928711,0.68,1.53,2.15,1.47,13.71,
2015-08-12,15.878000259399414,0.67,1.52,2.14,1.47,13.61,
2015-08-13,16.167333602905273,0.72,1.58,2.19,1.47,13.49,
2015-08-14,16.209999084472656,0.73,1.61,2.2,1.47,12.83,-0.0065
2015-08-17,16.999332427978516,0.72,1.58,2.16,1.44,13.02,
2015-08-18,17.381332397460938,0.74,1.6,2.2,1.46,13.79,
2015-08-19,17.016666412353516,0.67,1.5,2.12,1.45,15.25,
2015-08-20,16.14533233642578,0.69,1.5,2.09,1.4,19.14,
2015-08-21,15.38466739654541,0.64,1.44,2.05,1.41,28.03,0.2301
2015-08-24,14.591333389282227,0.59,1.39,2.01,1.42,40.74,
2015-08-25,14.66866683959961,0.67,1.48,2.12,1.45,36.02,
2015-08-26,14.989333152770996,0.67,1.49,2.18,1.51,30.32,
2015-08-27,16.19933319091797,0.68,1.49,2.18,1.5,26.1,
2015-08-28,16.565332412719727,0.72,1.52,2.19,1.47,26.05,0.6628
2015-08-31,16.604000091552734,0.74,1.54,2.21,1.47,28.43,
2015-09-01,15.908666610717773,0.7,1.49,2.17,1.47,31.4,
2015-09-02,16.512666702270508,0.72,1.52,2.2,1.48,26.09,
2015-09-03,16.3713321685791,0.71,1.49,2.18,1.47,25.61,
2015-09-04,16.1286678314209,0.71,1.47,2.13,1.42,27.8,0.2548
2015-09-08,16.544666290283203,0.74,1.53,2.2,1.46,24.9,
2015-09-09,16.5939998626709,0.75,1.53,2.21,1.46,26.23,
2015-09-10,16.565332412719727,0.75,1.55,2.23,1.48,24.37,
2015-09-11,16.682666778564453,0.71,1.52,2.2,1.49,23.2,0.1805
2015-09-14,16.87933349609375,0.73,1.51,2.18,1.45,24.25,
2015-09-15,16.904666900634766,0.82,1.61,2.28,1.46,22.54,
2015-09-16,17.483333587646484,0.82,1.62,2.3,1.48,21.35,
2015-09-17,17.471332550048828,0.7,1.5,2.21,1.51,21.14,
2015-09-18,17.374666213989258,0.69,1.45,2.13,1.44,22.28,0.185
2015-09-21,17.613332748413086,0.72,1.51,2.2,1.48,20.14,
2015-09-22,17.395999908447266,0.69,1.44,2.14,1.45,22.44,
2015-09-23,17.40399932861328,0.7,1.47,2.16,1.46,22.13,
2015-09-24,17.541332244873047,0.67,1.44,2.13,1.46,23.47,
2015-09-25,17.12733268737793,0.7,1.48,2.17,1.47,23.62,0.4933
2015-09-28,16.562000274658203,0.67,1.42,2.1,1.43,27.63,
2015-09-29,16.44333267211914,0.64,1.37,2.05,1.41,26.83,
2015-09-30,16.559999465942383,0.64,1.37,2.06,1.42,24.5,
2015-10-01,15.991999626159668,0.64,1.37,2.05,1.41,22.55,
2015-10-02,16.504667282104492,0.58,1.29,1.99,1.41,20.94,0.8005
2015-10-05,16.40999984741211,0.61,1.35,2.07,1.46,19.54,
2015-10-06,16.097333908081055,0.61,1.34,2.05,1.44,19.4,
2015-10-07,15.46399974822998,0.65,1.37,2.08,1.43,18.4,
2015-10-08,15.114666938781738,0.65,1.4,2.12,1.47,17.42,
2015-10-09,14.712667465209961,0.65,1.41,2.12,1.47,17.08,0.0455
2015-10-12,14.371999740600586,,,,1.47,16.17,
2015-10-13,14.616666793823242,0.64,1.36,2.06,1.42,17.67,
2015-10-14,14.458666801452637,0.57,1.29,1.99,1.42,18.03,
2015-10-15,14.753999710083008,0.61,1.34,2.04,1.43,16.05,
2015-10-16,15.133999824523926,0.61,1.36,2.04,1.43,15.05,0.2133
2015-10-19,15.206666946411133,0.61,1.35,2.04,1.43,14.98,
2015-10-20,14.20199966430664,0.66,1.4,2.08,1.42,15.75,
2015-10-21,14.005999565124512,0.64,1.37,2.04,1.4,16.7,
2015-10-22,14.114666938781738,0.61,1.36,2.04,1.43,14.45,
2015-10-23,13.939332962036133,0.66,1.43,2.09,1.43,14.46,0.0083
2015-10-26,14.350666999816895,0.66,1.41,2.07,1.41,15.29,
2015-10-27,14.023332595825195,0.65,1.38,2.05,1.4,15.43,
2015-10-28,14.197333335876465,0.73,1.47,2.1,1.37,14.33,
2015-10-29,14.108667373657227,0.75,1.53,2.19,1.44,14.61,
2015-10-30,13.795332908630371,0.75,1.52,2.16,1.41,15.07,-0.0402
2015-11-02,14.252667427062988,0.77,1.57,2.2,1.43,14.15,
2015-11-03,13.890000343322754,0.8,1.59,2.23,1.43,14.54,
2015-11-04,15.442000389099121,0.84,1.64,2.25,1.41,15.51,
2015-11-05,15.451333045959473,0.85,1.65,2.26,1.41,15.05,
2015-11-06,15.490667343139648,0.9,1.73,2.34,1.44,14.33,-0.2162
2015-11-09,15.022000312805176,0.89,1.75,2.36,1.47,16.52,
2015-11-10,14.433333396911621,0.87,1.72,2.32,1.45,15.29,
2015-11-11,14.60533332824707,,,,1.45,16.06,
2015-11-12,14.196000099182129,0.89,1.73,2.32,1.43,18.37,
2015-11-13,13.812666893005371,0.86,1.67,2.28,1.42,20.08,0.0723
2015-11-16,14.287332534790039,0.88,1.66,2.27,1.39,18.16,
2015-11-17,14.266667366027832,0.86,1.66,2.25,1.39,18.84,
2015-11-18,14.73799991607666,0.9,1.69,2.27,1.37,16.85,
2015-11-19,14.786666870117188,0.91,1.68,2.24,1.33,16.99,
2015-11-20,14.667332649230957,0.93,1.7,2.26,1.33,15.47,0.1651
2015-11-23,14.516667366027832,0.94,1.7,2.25,1.31,15.62,
2015-11-24,14.550000190734863,0.93,1.66,2.24,1.31,15.93,
2015-11-25,15.309332847595215,0.93,1.66,2.23,1.3,15.19,
2015-11-27,15.440667152404785,0.92,1.64,2.22,1.3,15.12,0.0784
2015-11-30,15.350666999816895,0.94,1.65,2.21,1.27,16.13,
2015-12-01,15.812666893005371,0.91,1.59,2.15,1.24,14.67,
2015-12-02,15.465999603271484,0.94,1.63,2.18,1.24,15.91,
2015-12-03,15.513999938964844,0.96,1.74,2.33,1.37,18.11,
2015-12-04,15.358667373657227,0.96,1.71,2.28,1.32,14.81,0.1428
2015-12-07,15.408666610717773,0.94,1.67,2.23,1.29,15.84,
2015-12-08,15.114666938781738,0.94,1.68,2.24,1.3,17.6,
2015-12-09,14.968000411987305,0.93,1.64,2.22,1.29,19.61,
2015-12-10,15.137999534606934,0.95,1.68,2.24,1.29,19.34,
2015-12-11,14.468000411987305,0.88,1.56,2.13,1.25,24.39,0.4801
2015-12-14,14.571999549865723,0.97,1.66,2.23,1.26,22.73,
2015-12-15,14.739333152770996,0.98,1.71,2.28,1.3,20.95,
2015-12-16,15.633999824523926,1.02,1.75,2.3,1.28,17.86,
2015-12-17,15.559332847595215,1.0,1.73,2.24,1.24,18.94,
2015-12-18,15.36400032043457,0.97,1.67,2.19,1.22,20.7,0.4684
2015-12-21,15.503999710083008,0.96,1.67,2.2,1.24,18.7,
2015-12-22,15.329999923706055,0.99,1.71,2.24,1.25,16.6,
2015-12-23,15.313332557678223,1.01,1.74,2.27,1.26,15.57,
2015-12-24,15.371333122253418,1.03,1.73,2.25,1.22,15.74,
2015-12-28,15.263333320617676,1.05,1.73,2.24,1.19,16.91,
2015-12-29,15.812666893005371,1.09,1.81,2.32,1.23,16.08,
2015-12-30,15.87266731262207,1.08,1.8,2.31,1.23,17.29,
2015-12-31,16.000667572021484,1.06,1.76,2.27,1.21,18.21,
2016-01-04,14.894000053405762,1.02,1.73,2.24,1.22,20.7,
2016-01-05,14.895333290100098,1.04,1.73,2.25,1.21,19.34,
2016-01-06,14.602666854858398,0.99,1.65,2.18,1.19,20.59,
2016-01-07,14.376667022705078,0.96,1.61,2.16,1.2,24.99,
2016-01-08,14.066666603088379,0.94,1.57,2.13,1.19,27.01,0.7691
2016-01-11,13.856666564941406,0.94,1.58,2.17,1.23,24.3,
2016-01-12,13.998000144958496,0.93,1.55,2.12,1.19,22.47,
2016-01-13,13.354000091552734,0.91,1.51,2.08,1.17,25.22,
2016-01-14,13.745332717895508,0.9,1.52,2.1,1.2,23.95,
2016-01-15,13.666000366210938,0.85,1.46,2.03,1.18,27.02,0.9447
2016-01-19,13.64799976348877,0.88,1.49,2.06,1.18,26.05,
2016-01-20,13.24666690826416,0.85,1.44,2.01,1.16,27.59,
2016-01-21,13.33133316040039,0.84,1.44,2.02,1.18,26.69,
2016-01-22,13.50333309173584,0.88,1.49,2.07,1.19,22.34,1.0335
2016-01-25,13.092000007629395,0.88,1.47,2.03,1.15,24.15,
2016-01-26,12.904000282287598,0.85,1.45,2.01,1.16,22.5,
2016-01-27,12.538000106811523,0.84,1.43,2.02,1.18,23.11,
2016-01-28,12.646666526794434,0.83,1.4,2.0,1.17,22.42,
2016-01-29,12.74666690826416,0.76,1.33,1.94,1.18,20.2,0.5551
2016-02-01,13.129332542419434,0.81,1.38,1.97,1.16,19.98,
2016-02-02,12.185333251953125,0.75,1.28,1.87,1.12,21.98,
2016-02-03,11.565333366394043,0.72,1.27,1.88,1.16,21.65,
2016-02-04,11.688667297363281,0.7,1.25,1.87,1.17,21.84,
2016-02-05,10.84000015258789,0.74,1.25,1.86,1.12,23.38,0.812
2016-02-08,9.866000175476074,0.66,1.16,1.75,1.09,26.0,
2016-02-09,9.883333206176758,0.69,1.15,1.74,1.05,26.54,
2016-02-10,9.57800006866455,0.71,1.15,1.71,1.0,26.29,
2016-02-11,10.031332969665527,0.64,1.11,1.63,0.99,28.14,
2016-02-12,10.06933307647705,0.71,1.2,1.74,1.03,25.4,1.4016
2016-02-16,10.344667434692383,0.74,1.23,1.78,1.04,24.11,
2016-02-17,11.245332717895508,0.74,1.26,1.81,1.07,22.31,
2016-02-18,11.118000030517578,0.71,1.21,1.75,1.04,21.64,
2016-02-19,11.10533332824707,0.76,1.24,1.76,1.0,20.53,0.4807
2016-02-22,11.849332809448242,0.78,1.25,1.77,0.99,19.38,
2016-02-23,11.814000129699707,0.76,1.23,1.74,0.98,20.98,
2016-02-24,11.933333396911621,0.75,1.21,1.75,1.0,20.72,
2016-02-25,12.495332717895508,0.72,1.16,1.71,0.99,19.11,
2016-02-26,12.689332962036133,0.8,1.23,1.76,0.96,19.81,0.5662
2016-02-29,12.795332908630371,0.78,1.22,1.74,0.96,20.55,
2016-03-01,12.423333168029785,0.85,1.31,1.83,0.98,17.7,
2016-03-02,12.555999755859375,0.85,1.34,1.84,0.99,17.09,
2016-03-03,13.049332618713379,0.85,1.33,1.83,0.98,16.7,
2016-03-04,13.402667045593262,0.88,1.38,1.88,1.0,16.86,0.1421
2016-03-07,13.685999870300293,0.91,1.42,1.91,1.0,17.35,
2016-03-08,13.506667137145996,0.88,1.34,1.83,0.95,18.67,
2016-03-09,13.914667129516602,0.9,1.39,1.9,1.0,18.34,
2016-03-10,13.678667068481445,0.93,1.45,1.93,1.0,18.05,
2016-03-11,13.833333015441895,0.97,1.49,1.98,1.01,16.5,0.2053
2016-03-14,14.34333324432373,0.97,1.49,1.97,1.0,16.92,
2016-03-15,14.555999755859375,0.98,1.5,1.97,0.99,16.84,
2016-03-16,14.795332908630371,0.87,1.41,1.94,1.07,14.99,
2016-03-17,15.092000007629395,0.87,1.39,1.91,1.04,14.44,
2016-03-18,15.515999794006348,0.84,1.34,1.88,1.04,14.02,0.1507
2016-03-21,15.887999534606934,0.87,1.38,1.92,1.05,13.79,
2016-03-22,15.616000175476074,0.91,1.42,1.94,1.03,14.17,
2016-03-23,14.838666915893555,0.87,1.37,1.88,1.01,14.94,
2016-03-24,15.183333396911621,0.89,1.39,1.91,1.02,14.74,
2016-03-28,15.350666999816895,0.89,1.37,1.89,1.0,15.24,
2016-03-29,15.342000007629395,0.78,1.29,1.81,1.03,13.82,
2016-03-30,15.12600040435791,0.76,1.26,1.83,1.07,13.56,
2016-03-31,15.317999839782715,0.73,1.21,1.78,1.05,13.95,
2016-04-01,15.839332580566406,0.76,1.24,1.79,1.03,13.1,0.4517
2016-04-04,16.465999603271484,0.75,1.22,1.78,1.03,14.12,
2016-04-05,17.031333923339844,0.72,1.17,1.73,1.01,15.42,
2016-04-06,17.69466781616211,0.73,1.2,1.76,1.03,14.09,
2016-04-07,17.14666748046875,0.7,1.14,1.7,1.0,16.16,
2016-04-08,16.67133331298828,0.7,1.16,1.72,1.02,15.36,0.387
2016-04-11,16.661333084106445,0.7,1.16,1.73,1.03,16.26,
2016-04-12,16.521333694458008,0.74,1.22,1.79,1.05,14.85,
2016-04-13,16.968666076660156,0.75,1.22,1.77,1.02,13.84,
2016-04-14,16.790666580200195,0.77,1.26,1.8,1.03,13.72,
2016-04-15,16.96733283996582,0.74,1.22,1.76,1.02,13.62,0.0466
2016-04-18,16.92533302307129,0.75,1.24,1.78,1.03,13.35,
2016-04-19,16.4913330078125,0.77,1.26,1.79,1.02,13.24,
2016-04-20,16.6646671295166,0.8,1.32,1.85,1.05,13.28,
2016-04-21,16.55266761779785,0.82,1.35,1.88,1.06,13.95,
2016-04-22,16.916667938232422,0.84,1.37,1.89,1.05,13.22,-0.1279
2016-04-25,16.788000106811523,0.85,1.38,1.91,1.06,14.08,
2016-04-26,16.916000366210938,0.86,1.4,1.94,1.08,13.96,
2016-04-27,16.764667510986328,0.83,1.33,1.87,1.04,13.77,
2016-04-28,16.513999938964844,0.78,1.28,1.84,1.06,15.22,
2016-04-29,16.05066680908203,0.77,1.28,1.83,1.06,15.7,-0.0086
2016-05-02,16.1200008392334,0.8,1.32,1.88,1.08,14.68,
2016-05-03,15.48799991607666,0.75,1.25,1.81,1.06,15.6,
2016-05-04,14.837332725524902,0.75,1.23,1.79,1.04,16.05,
2016-05-05,14.10200023651123,0.72,1.2,1.76,1.04,15.91,
2016-05-06,14.328666687011719,0.74,1.23,1.79,1.05,14.72,0.315
2016-05-09,13.928000450134277,0.72,1.2,1.77,1.05,14.57,
2016-05-10,13.912667274475098,0.72,1.2,1.77,1.05,13.63,
2016-05-11,13.93066692352295,0.74,1.2,1.73,0.99,14.69,
2016-05-12,13.8186674118042,0.76,1.24,1.75,0.99,14.41,
2016-05-13,13.840666770935059,0.76,1.22,1.71,0.95,15.04,0.1899
2016-05-16,13.88599967956543,0.79,1.26,1.75,0.96,14.68,
2016-05-17,13.644000053405762,0.82,1.29,1.76,0.94,15.57,
2016-05-18,14.07800006866455,0.9,1.41,1.87,0.97,15.95,
2016-05-19,14.347332954406738,0.89,1.38,1.85,0.96,16.33,
2016-05-20,14.685333251953125,0.89,1.38,1.85,0.96,15.2,-0.0362
2016-05-23,14.414667129516602,0.91,1.38,1.84,0.93,15.82,
2016-05-24,14.52733325958252,0.92,1.41,1.86,0.94,14.42,
2016-05-25,14.638667106628418,0.92,1.4,1.87,0.95,13.9,
2016-05-26,15.008000373840332,0.87,1.35,1.83,0.96,13.43,
2016-05-27,14.869333267211914,0.9,1.39,1.85,0.95,13.12,-0.064
2016-05-31,14.881999969482422,0.87,1.37,1.84,0.97,14.19,
2016-06-01,14.637332916259766,0.91,1.39,1.85,0.94,14.2,
2016-06-02,14.597332954406738,0.89,1.36,1.81,0.92,13.63,
2016-06-03,14.599332809448242,0.78,1.23,1.71,0.93,13.47,0.1584
2016-06-06,14.711999893188477,0.8,1.25,1.73,0.93,13.65,
2016-06-07,15.489333152770996,0.78,1.23,1.72,0.94,14.05,
2016-06-08,15.701333045959473,0.78,1.23,1.71,0.93,14.08,
2016-06-09,15.290666580200195,0.77,1.22,1.68,0.91,14.64,
2016-06-10,14.586000442504883,0.73,1.17,1.64,0.91,17.03,0.2268
2016-06-13,14.524666786193848,0.73,1.14,1.62,0.89,20.97,
2016-06-14,14.330666542053223,0.74,1.15,1.62,0.88,20.5,
2016-06-15,14.513333320617676,0.69,1.1,1.6,0.91,20.14,
2016-06-16,14.528667449951172,0.7,1.1,1.57,0.87,19.37,
2016-06-17,14.364666938781738,0.7,1.13,1.62,0.92,19.41,0.6185
2016-06-20,14.646666526794434,0.74,1.17,1.67,0.93,18.37,
2016-06-21,14.640666961669922,0.76,1.22,1.71,0.95,18.48,
2016-06-22,13.11066722869873,0.75,1.2,1.69,0.94,21.17,
2016-06-23,13.09333324432373,0.78,1.25,1.74,0.96,17.25,
2016-06-24,12.876667022705078,0.64,1.08,1.57,0.93,25.76,0.163
2016-06-27,13.236666679382324,0.61,1.0,1.46,0.85,23.85,
2016-06-28,13.452667236328125,0.61,1.0,1.46,0.85,18.75,
2016-06-29,14.012666702270508,0.62,1.03,1.5,0.88,16.64,
2016-06-30,14.152000427246094,0.58,1.01,1.49,0.91,15.63,
2016-07-01,14.433333396911621,0.59,1.0,1.46,0.87,14.77,0.7616
2016-07-05,14.26533317565918,0.56,0.94,1.37,0.81,15.58,
2016-07-06,14.295999526977539,0.58,0.95,1.38,0.8,14.96,
2016-07-07,14.395999908447266,0.58,0.97,1.4,0.82,14.76,
2016-07-08,14.45199966430664,0.61,0.95,1.37,0.76,13.2,0.2898
2016-07-11,14.985333442687988,0.66,1.03,1.43,0.77,13.54,
2016-07-12,14.976667404174805,0.69,1.1,1.53,0.84,13.55,
2016-07-13,14.835332870483398,0.68,1.07,1.48,0.8,13.04,
2016-07-14,14.768667221069336,0.68,1.1,1.53,0.85,12.82,
2016-07-15,14.69333267211914,0.71,1.15,1.6,0.89,12.67,-0.2604
2016-07-18,15.083333015441895,0.68,1.14,1.59,0.91,12.44,
2016-07-19,15.017333030700684,0.7,1.12,1.56,0.86,11.97,
2016-07-20,15.223999977111816,0.73,1.15,1.59,0.86,11.77,
2016-07-21,14.699999809265137,0.7,1.11,1.57,0.87,12.74,
2016-07-22,14.817999839782715,0.71,1.13,1.57,0.86,12.02,-0.033
2016-07-25,15.333999633789062,0.72,1.15,1.58,0.86,12.87,
2016-07-26,15.300666809082031,0.75,1.15,1.57,0.82,13.05,
2016-07-27,15.232666969299316,0.73,1.1,1.52,0.79,12.83,
2016-07-28,15.37399959564209,0.72,1.09,1.52,0.8,12.72,
2016-07-29,15.652667045593262,0.67,1.03,1.46,0.79,11.87,0.1896
2016-08-01,15.333999633789062,0.67,1.06,1.51,0.84,12.44,
2016-08-02,15.146666526794434,0.67,1.07,1.55,0.88,13.37,
2016-08-03,15.052666664123535,0.67,1.07,1.55,0.88,12.86,
2016-08-04,15.37399959564209,0.64,1.03,1.51,0.87,12.42,
2016-08-05,15.335332870483398,0.72,1.13,1.59,0.87,11.39,0.2473
2016-08-08,15.077333450317383,0.74,1.15,1.59,0.85,11.5,
2016-08-09,15.272000312805176,0.71,1.11,1.55,0.84,11.66,
2016-08-10,15.043333053588867,0.69,1.07,1.5,0.81,12.05,
2016-08-11,14.994000434875488,0.76,1.16,1.57,0.81,11.68,
2016-08-12,15.040666580200195,0.71,1.1,1.51,0.8,11.55,0.1006
2016-08-15,15.03933334350586,0.72,1.14,1.55,0.83,11.81,
2016-08-16,14.907333374023438,0.76,1.16,1.57,0.81,12.64,
2016-08-17,14.88266658782959,0.74,1.15,1.56,0.82,12.19,
2016-08-18,14.900667190551758,0.71,1.12,1.53,0.82,11.43,
2016-08-19,15.0,0.76,1.17,1.58,0.82,11.34,0.071
2016-08-22,14.862000465393066,0.76,1.15,1.55,0.79,12.27,
2016-08-23,14.989333152770996,0.74,1.15,1.55,0.81,12.38,
2016-08-24,14.841333389282227,0.76,1.13,1.56,0.8,13.45,
2016-08-25,14.730667114257812,0.78,1.16,1.58,0.8,13.63,
2016-08-26,14.666000366210938,0.84,1.23,1.62,0.78,13.65,0.1626
2016-08-29,14.346667289733887,0.81,1.18,1.57,0.76,12.94,
2016-08-30,14.089332580566406,0.8,1.18,1.57,0.77,13.12,
2016-08-31,14.133999824523926,0.8,1.19,1.58,0.78,13.42,
2016-09-01,13.38466739654541,0.78,1.18,1.57,0.79,13.48,
2016-09-02,13.185333251953125,0.8,1.2,1.6,0.8,11.98,0.1734
2016-09-06,13.522000312805176,0.74,1.13,1.55,0.81,12.02,
2016-09-07,13.447333335876465,0.74,1.12,1.54,0.8,11.94,
2016-09-08,13.157333374023438,0.78,1.19,1.61,0.83,12.51,
2016-09-09,12.964667320251465,0.79,1.23,1.67,0.88,17.5,0.1652
2016-09-12,13.220000267028809,0.79,1.21,1.68,0.89,15.16,
2016-09-13,13.069999694824219,0.8,1.26,1.73,0.93,17.85,
2016-09-14,13.093999862670898,0.77,1.21,1.7,0.93,18.14,
2016-09-15,13.361332893371582,0.74,1.2,1.71,0.97,16.3,
2016-09-16,13.69333267211914,0.77,1.21,1.7,0.93,15.37,0.2643
2016-09-19,13.755999565124512,0.79,1.22,1.7,0.91,15.53,
2016-09-20,13.642666816711426,0.79,1.2,1.69,0.9,15.92,
2016-09-21,13.6813325881958,0.79,1.2,1.66,0.87,13.3,
2016-09-22,13.76200008392334,0.79,1.18,1.63,0.84,12.02,
2016-09-23,13.829999923706055,0.77,1.16,1.62,0.85,12.29,0.256
2016-09-26,13.932666778564453,0.76,1.13,1.59,0.83,14.5,
2016-09-27,13.720666885375977,0.75,1.12,1.56,0.81,13.1,
2016-09-28,13.751333236694336,0.75,1.13,1.57,0.82,12.39,
